Employee ID, Task Category, % Time Spent
EMP0012,Development,6.580045297413278
EMP0012,Deployment,9.190606746930504
EMP0012,Code Review,9.536297532483013
EMP0012,Monitoring,21.754678745976875
EMP0001,Documentation,14.91602239402826
EMP0001,Client Meeting,21.221007731271662
EMP0001,Deployment,25.33990935750467
EMP0001,Code Review,25.95307917888563
EMP0001,Monitoring,1.4262863236470276
EMP0001,Design Review,5.145294588109837
EMP0001,Testing,5.998400426552919
EMP0023,Training,15.432029586461951
EMP0023,Bug Fix,1.5689790429227837
EMP0023,Documentation,7.105233665807463
EMP0023,Development,2.487952482348986
EMP0023,Deployment,8.719040681385184
EMP0023,Client Meeting,8.618177742911577
EMP0023,Code Review,9.32421831222683
EMP0023,Design Review,22.01053457357391
EMP0023,Testing,24.733833912361312
EMP0011,Training,16.65415227511638
EMP0011,Bug Fix,13.951043700255292
EMP0011,Documentation,3.3788857185763623
EMP0011,Development,10.677278870701306
EMP0011,Client Meeting,13.080042048355608
EMP0011,Code Review,11.758522300645742
EMP0011,Design Review,18.125844721429644
EMP0011,Testing,12.374230364919656
EMP0022,Training,24.089552238805968
EMP0022,Bug Fix,23.776119402985074
EMP0022,Documentation,39.05970149253732
EMP0022,Client Meeting,5.820895522388059
EMP0022,Testing,7.253731343283581
EMP0003,Bug Fix,10.070467648942987
EMP0003,Documentation,6.969891095451635
EMP0003,Development,1.9987187700192186
EMP0003,Deployment,26.393337604099937
EMP0003,Client Meeting,29.775784753363226
EMP0003,Code Review,9.609224855861626
EMP0003,Design Review,7.674567584881487
EMP0003,Monitoring,7.508007687379885
EMP0014,Training,4.21505376344086
EMP0014,Documentation,19.30322580645161
EMP0014,Development,0.8602150537634409
EMP0014,Deployment,12.23225806451613
EMP0014,Client Meeting,22.881720430107528
EMP0014,Code Review,14.400000000000002
EMP0014,Design Review,9.496774193548388
EMP0014,Monitoring,10.563440860215053
EMP0014,Testing,6.047311827956989
EMP0002,Bug Fix,27.612412919569344
EMP0002,Documentation,3.419886003799874
EMP0002,Client Meeting,13.141228625712479
EMP0002,Deployment,22.387587080430656
EMP0002,Code Review,20.96263457884737
EMP0002,Design Review,12.476250791640279
EMP0013,Bug Fix,9.082768325444542
EMP0013,Documentation,12.12741460918511
EMP0013,Development,3.68427785595497
EMP0013,Deployment,17.87130612767046
EMP0013,Client Meeting,35.026224894460796
EMP0013,Code Review,10.3108609440962
EMP0013,Design Review,11.897147243187925
EMP0024,Training,10.626859940481905
EMP0024,Bug Fix,3.302294326581549
EMP0024,Documentation,18.60420466545071
EMP0024,Development,17.298646443313814
EMP0024,Deployment,15.513103580685417
EMP0024,Code Review,8.073341653067102
EMP0024,Monitoring,8.102140731496592
EMP0024,Testing,18.479408658922914
EMP0005,Documentation,10.927056088346411
EMP0005,Development,11.726242371403664
EMP0005,Client Meeting,8.77651845393781
EMP0005,Deployment,9.79366463237431
EMP0005,Code Review,13.048532403371116
EMP0005,Design Review,20.502760825341472
EMP0005,Monitoring,7.6140656785818095
EMP0005,Testing,17.61115954664342
EMP0016,Bug Fix,22.878731574383746
EMP0016,Documentation,11.978198934720673
EMP0016,Development,2.601263470828688
EMP0016,Deployment,19.410380279945496
EMP0016,Code Review,22.40802675585284
EMP0016,Monitoring,4.99194847020934
EMP0016,Design Review,15.731450514059208
EMP0015,Training,24.427480916030532
EMP0015,Bug Fix,2.595419847328244
EMP0015,Documentation,14.914856136230181
EMP0015,Development,10.463887257780387
EMP0015,Client Meeting,4.568408690546095
EMP0015,Deployment,11.779213153258954
EMP0015,Code Review,19.459776864357018
EMP0015,Design Review,10.604815032295948
EMP0015,Testing,1.1861421021726364
EMP0004,Training,5.821641670698274
EMP0004,Bug Fix,16.545718432510885
EMP0004,Documentation,1.1207869698435735
EMP0004,Development,27.785840993388167
EMP0004,Deployment,9.361393323657476
EMP0004,Client Meeting,4.257377842283503
EMP0004,Code Review,9.28076116755362
EMP0004,Design Review,5.81357845508789
EMP0004,Monitoring,6.434446057087566
EMP0004,Testing,13.578455087889049
EMP0007,Training,12.731692494682466
EMP0007,Documentation,6.229109693102401
EMP0007,Development,37.3746581586144
EMP0007,Client Meeting,15.506938114048415
EMP0007,Code Review,12.286032614200343
EMP0007,Monitoring,6.168337891218474
EMP0007,Design Review,8.670110402106756
EMP0007,Testing,1.0331206320267394
EMP0018,Training,4.773119799026535
EMP0018,Bug Fix,5.699481865284974
EMP0018,Documentation,17.00423928403203
EMP0018,Development,1.8527241325168788
EMP0018,Deployment,26.5504788820851
EMP0018,Client Meeting,7.866227037211493
EMP0018,Design Review,9.122311194850056
EMP0018,Monitoring,23.86559899513267
EMP0018,Testing,3.265818809860261
EMP0006,Training,27.15827338129497
EMP0006,Bug Fix,16.36690647482014
EMP0006,Development,4.096722621902478
EMP0006,Client Meeting,3.1974420463629096
EMP0006,Code Review,14.228617106314948
EMP0006,Design Review,18.405275779376502
EMP0006,Testing,16.546762589928058
EMP0017,Training,10.080856872834191
EMP0017,Bug Fix,20.403234274913366
EMP0017,Documentation,3.9483356085267243
EMP0017,Development,5.544471280058804
EMP0017,Client Meeting,15.310301375616927
EMP0017,Deployment,15.982358500472541
EMP0017,Code Review,8.148692638874303
EMP0017,Monitoring,2.8352409954846163
EMP0017,Testing,17.74650845321852
