===== Task 12: Project-wise productivity =====
Project: PRJ166
Project: PRJ132
EMP0011,5.19,5.19
EMP0002,6.6,6.60
EMP0017,3.63,3.63

Project: PRJ135
EMP0020,9.98,9.98
EMP0013,5.04,5.04
EMP0004,6.05,6.05
EMP0017,5.15,5.15
EMP0006,2.05,2.05

Project: PRJ134
EMP0009,16.869999999999997,8.43
EMP0023,1.4,1.40
EMP0022,6.4,6.40

Project: PRJ137
EMP0021,8.32,8.32
EMP0020,8.45,8.45
EMP0012,10.3,5.15
EMP0014,2.93,2.93
EMP0016,7.82,7.82
EMP0015,6.88,6.88
EMP0006,1.6,1.60

Project: PRJ136
EMP0009,9.13,9.13
EMP0020,5.72,5.72
EMP0011,2.25,2.25
EMP0017,2.61,2.61

Project: PRJ139
EMP0021,2.6,2.60
EMP0024,6.21,6.21
EMP0016,9.67,9.67

Project: PRJ138
EMP0022,3.9,3.90

Project: PRJ131
EMP0021,5.9,5.90
EMP0014,7.93,7.93

Project: PRJ130
EMP0008,8.49,8.49
EMP0022,3.33,3.33
EMP0014,1.49,1.49


